Airline,Source airport,Destination airport,Stops,Destination airport ID,Source airport ID,Equipment
2B,AER,KZN,0,2990,2965,CR2
2B,ASF,KZN,0,2990,2966,CR2
2B,ASF,MRV,0,2962,2966,CR2
2B,CEK,KZN,0,2990,2968,CR2
2B,CEK,OVB,0,4078,2968,CR2
2B,DME,KZN,0,2990,4029,CR2
2B,DME,NBC,0,6969,4029,CR2
2B,DME,TGK,0,\N,4029,CR2
2B,DME,UUA,0,6160,4029,CR2
2B,EGO,KGD,0,2952,6156,CR2
2B,EGO,KZN,0,2990,6156,CR2
2B,GYD,NBC,0,6969,2922,CR2
2B,KGD,EGO,0,6156,2952,CR2
2B,KZN,AER,0,2965,2990,CR2
2B,KZN,ASF,0,2966,2990,CR2
2B,KZN,CEK,0,2968,2990,CR2
2B,KZN,DME,0,4029,2990,CR2
2B,KZN,EGO,0,6156,2990,CR2
2B,KZN,LED,0,2948,2990,CR2
2B,KZN,SVX,0,2975,2990,CR2
2B,LED,KZN,0,2990,2948,CR2
2B,LED,NBC,0,6969,2948,CR2
2B,LED,UUA,0,6160,2948,CR2
2B,MRV,ASF,0,2966,2962,CR2
2B,NBC,DME,0,4029,6969,CR2
2B,NBC,GYD,0,2922,6969,CR2
2B,NBC,LED,0,2948,6969,CR2
2B,NBC,SVX,0,2975,6969,CR2
2B,NJC,SVX,0,2975,2972,CR2
2B,NJC,UUA,0,6160,2972,CR2
2B,NUX,SVX,0,2975,4364,CR2
2B,OVB,CEK,0,2968,4078,CR2
2B,OVB,SVX,0,2975,4078,CR2
2B,SVX,KZN,0,2990,2975,CR2
2B,SVX,NBC,0,6969,2975,CR2
2B,SVX,NJC,0,2972,2975,CR2
2B,SVX,NUX,0,4364,2975,CR2
2B,SVX,OVB,0,4078,2975,CR2
2B,TGK,DME,0,4029,\N,CR2
2B,UUA,DME,0,4029,6160,CR2
2B,UUA,LED,0,2948,6160,CR2
2B,UUA,NJC,0,2972,6160,CR2
2G,BTK,IKT,0,2937,2936,A81
2G,BTK,OVB,0,4078,2936,A81
2G,CEK,OVB,0,4078,2968,A81
2G,HTA,IKT,0,2937,2935,AN4
2G,IKT,BTK,0,2936,2937,A81
2G,IKT,HTA,0,2935,2937,AN4
2G,IKT,KCK,0,\N,2937,AN4
2G,IKT,ODO,0,8944,2937,AN4
2G,IKT,OVB,0,4078,2937,A81
2G,IKT,UKX,0,6924,2937,AN4
2G,IKT,ULK,0,9026,2937,AN4
2G,IKT,YKS,0,2923,2937,A81
2G,KCK,IKT,0,2937,\N,AN4
2G,MJZ,OVB,0,4078,2925,A81
2G,ODO,IKT,0,2937,8944,AN4
2G,OVB,BTK,0,2936,4078,A81
2G,OVB,CEK,0,2968,4078,A81
2G,OVB,IKT,0,2937,4078,A81
2G,UKX,IKT,0,2937,6924,AN4
2G,ULK,IKT,0,2937,9026,AN4
2G,YKS,IKT,0,2937,2923,A81
2I,AYP,LIM,0,2789,2786,142
2I,CUZ,LIM,0,2789,2812,142 141
2I,CUZ,PEM,0,2808,2812,142
2I,HUU,LIM,0,2789,6067,141
2I,IQT,PCL,0,2781,2801,143
2I,IQT,TPP,0,2806,2801,142
2I,LIM,AYP,0,2786,2789,142
2I,LIM,CUZ,0,2812,2789,142 141
2I,LIM,HUU,0,6067,2789,141
2I,LIM,PCL,0,2781,2789,143 146
2I,LIM,TPP,0,2806,2789,142 146
2I,PCL,IQT,0,2801,2781,143
2I,PCL,LIM,0,2789,2781,143 146
2I,PCL,TPP,0,2806,2781,146
2I,PEM,CUZ,0,2812,2808,142
2I,TPP,IQT,0,2801,2806,142
2I,TPP,LIM,0,2789,2806,142 146
2I,TPP,PCL,0,2781,2806,146
2J,ABJ,BOY,0,247,253,CRJ
2J,ABJ,OUA,0,246,253,E70 CRJ M87
2J,ACC,OUA,0,246,248,CRJ
2J,BKO,ABJ,0,253,1044,M87
2J,BKO,DKR,0,1084,1044,M87
2J,BKO,OUA,0,246,1044,CRJ
2J,BOY,ABJ,0,253,247,CRJ
2J,BOY,OUA,0,246,247,CRJ
2J,COO,LFW,0,298,245,M87
2J,COO,OUA,0,246,245,M87
2J,DKR,BKO,0,1044,1084,M87
2J,DKR,OUA,0,246,1084,M87
2J,LFW,OUA,0,246,298,M87 CRJ
2J,NIM,OUA,0,246,280,CRJ
2J,OUA,ABJ,0,253,246,E70 CRJ M87
2J,OUA,ACC,0,248,246,CRJ
2J,OUA,BKO,0,1044,246,M87 CRJ
2J,OUA,BOY,0,247,246,CRJ
2J,OUA,COO,0,245,246,M87
2J,OUA,DKR,0,1084,246,M87
2J,OUA,LFW,0,298,246,CRJ
2J,OUA,NIM,0,280,246,CRJ
2K,BOG,GYE,0,2673,2709,319
2K,BOG,UIO,0,2688,2709,319 320
2K,CLO,GYE,0,2673,2715,319
2K,GYE,BOG,0,2709,2673,319
2K,GYE,CLO,0,2715,2673,319
2K,GYE,SCY,0,6045,2673,319 320
2K,GYE,UIO,0,2688,2673,320 319
2K,OCC,UIO,0,2688,2670,319
2K,SCY,GYE,0,2673,6045,319 320
2K,UIO,BOG,0,2709,2688,319 320
2K,UIO,GYE,0,2673,2688,319
2K,UIO,OCC,0,2670,2688,319
2L,BDS,ZRH,0,1678,1506,100
2L,BOD,ZRH,0,1678,1264,100
2L,BRS,ZRH,0,1678,490,100
2L,GVA,LPA,0,1054,1665,319
2L,LCA,ZRH,0,1678,1197,319
2L,LPA,ZRH,0,1678,1054,319
2L,RMF,ZRH,0,1678,4197,319
2L,TFS,GVA,0,1665,1056,319
2L,ZRH,BDS,0,1506,1678,100
2L,ZRH,BOD,0,1264,1678,100
2L,ZRH,BRS,0,490,1678,100
2L,ZRH,LCA,0,1197,1678,319
2L,ZRH,LPA,0,1054,1678,319
2L,ZRH,RMF,0,4197,1678,319
2N,AJR,LYC,0,719,730,ATP
2N,ARN,GEV,0,715,737,ATP
2N,ARN,HAD,0,709,737,SF3
2N,ARN,JKG,0,688,737,ATP SF3
2N,ARN,KRF,0,718,737,ATP
2N,ARN,KSD,0,5595,737,SF3
2N,ARN,LYC,0,719,737,ATP
2N,ARN,MHQ,0,442,737,SF3
2N,ARN,OER,0,722,737,ATR
2N,ARN,POR,0,448,737,SF3
2N,ARN,TRF,0,664,737,SF3
2N,ARN,VBY,0,746,737,SF3 ATP
2N,ARN,VHM,0,729,737,SF3
2N,ARN,VXO,0,711,737,SF3
2N,GEV,ARN,0,737,715,ATP
2N,GEV,KRF,0,718,715,ATP
2N,HAD,ARN,0,737,709,SF3 ATP
2N,HAD,JKG,0,688,709,ATP SF3
2N,HAD,VXO,0,711,709,SF3
2N,HMV,VHM,0,729,5599,SF3
2N,JKG,ARN,0,737,688,ATP SF3
2N,JKG,HAD,0,709,688,ATP SF3
2N,KOK,POR,0,448,435,SF3
2N,KRF,ARN,0,737,718,ATP
2N,KRF,GEV,0,715,718,ATP
2N,KSD,ARN,0,737,5595,SF3
2N,LYC,AJR,0,730,719,ATP
2N,LYC,ARN,0,737,719,ATP
2N,MHQ,ARN,0,737,442,SF3
2N,MHQ,TKU,0,460,442,SF3
2N,OER,ARN,0,737,722,ATR
2N,OSL,VXO,0,711,644,SF3
2N,POR,ARN,0,737,448,SF3
2N,POR,KOK,0,435,448,SF3
2N,TKU,MHQ,0,442,460,SF3
2N,TRF,ARN,0,737,664,SF3
2N,VBY,ARN,0,737,746,SF3 ATP
2N,VHM,ARN,0,737,729,SF3
2N,VHM,HMV,0,5599,729,SF3
2N,VXO,ARN,0,737,711,SF3
2N,VXO,OSL,0,644,711,SF3
2O,ADQ,AOS,0,7167,3531,BNI
2O,ADQ,KKB,0,7168,3531,BNI
2O,ADQ,KLN,0,7162,3531,BNI
2O,ADQ,KOZ,0,7164,3531,BNI
2O,ADQ,OLH,0,7163,3531,BNI
2O,AOS,KZB,0,7176,7167,BNI
2O,KKB,SYB,0,7173,7168,BNI
2O,KLN,KYK,0,7161,7162,BNI
2O,KOZ,ORI,0,7165,7164,BNI
2O,SYB,KPR,0,7172,7173,BNI
2P,BSO,MNL,0,2397,6019,DH4
2P,BXU,MNL,0,2397,4200,320
2P,CBO,MNL,0,2397,2399,320
2P,CGY,MNL,0,2397,2400,320
2P,CRM,MNL,0,2397,6024,DH4
2P,DGT,MNL,0,2397,2425,320
2P,DWC,MNL,0,2397,8076,330
2P,GES,MNL,0,2397,2402,320
2P,KLO,MNL,0,2397,2430,320
2P,LGP,MNL,0,2397,4203,320
2P,MNL,BSO,0,6019,2397,DH4
2P,MNL,BXU,0,4200,2397,320
2P,MNL,CBO,0,2399,2397,320
2P,MNL,CGY,0,2400,2397,320
2P,MNL,CRM,0,6024,2397,DH4
2P,MNL,DGT,0,2425,2397,320
2P,MNL,DWC,0,8076,2397,330
2P,MNL,GES,0,2402,2397,320
2P,MNL,KLO,0,2430,2397,320
2P,MNL,LGP,0,4203,2397,320
2P,MNL,MPH,0,2426,2397,DH3
2P,MNL,OZC,0,4204,2397,320
2P,MNL,PPS,0,2433,2397,320
2P,MNL,RXS,0,6026,2397,320
2P,MNL,SUG,0,6016,2397,DH4
2P,MNL,TUG,0,6021,2397,DH4
2P,MNL,ZAM,0,2404,2397,320
2P,MPH,MNL,0,2397,2426,DH3
2P,OZC,MNL,0,2397,4204,320
2P,PPS,MNL,0,2397,2433,320
2P,RXS,MNL,0,2397,6026,320
2P,SUG,MNL,0,2397,6016,DH4
2P,TUG,MNL,0,2397,6021,DH4
2P,ZAM,MNL,0,2397,2404,320
2Z,AUX,PMW,0,4214,7376,AT7
2Z,BRA,BSB,0,2531,7373,AT7
2Z,BRA,SSA,0,2621,7373,AT7
2Z,BSB,BRA,0,7373,2531,AT7
2Z,BSB,OPS,0,7367,2531,AT7
2Z,BSB,RAO,0,2613,2531,AT7
2Z,CAC,GRU,0,2564,2535,AT7
2Z,CGB,GYN,0,2562,2548,AT7
2Z,CGB,OPS,0,7367,2548,AT7
2Z,CGR,DOU,0,7380,2538,AT7
2Z,DOU,CGR,0,2538,7380,AT7
2Z,DOU,GRU,0,2564,7380,AT7
2Z,GIG,RAO,0,2613,2560,AT7
2Z,GRU,CAC,0,2535,2564,AT7
2Z,GRU,DOU,0,7380,2564,AT7
2Z,GRU,RAO,0,2613,2564,AT7
2Z,GRU,UBA,0,2635,2564,AT7
2Z,GRU,UDI,0,2633,2564,AT7
2Z,GRU,VDC,0,6039,2564,AT7
2Z,GYN,CGB,0,2548,2562,AT7
2Z,GYN,PMW,0,4214,2562,AT7
2Z,GYN,RAO,0,2613,2562,AT7
2Z,GYN,UDI,0,2633,2562,AT7
2Z,OPS,BSB,0,2531,7367,AT7
2Z,OPS,CGB,0,2548,7367,AT7
2Z,PLU,RAO,0,2613,2528,AT7
2Z,PMW,AUX,0,7376,4214,AT7
2Z,PMW,GYN,0,2562,4214,AT7
2Z,RAO,BSB,0,2531,2613,AT7
2Z,RAO,GIG,0,2560,2613,AT7
2Z,RAO,GRU,0,2564,2613,AT7
2Z,RAO,GYN,0,2562,2613,AT7
2Z,RAO,PLU,0,2528,2613,AT7
2Z,RAO,SJP,0,2619,2613,AT7
2Z,RAO,UDI,0,2633,2613,AT7
2Z,SJP,RAO,0,2613,2619,AT7
2Z,SSA,BRA,0,7373,2621,AT7
2Z,SSA,VDC,0,6039,2621,AT7
2Z,UBA,GRU,0,2564,2635,AT7
2Z,UBA,UDI,0,2633,2635,AT7
2Z,UDI,GRU,0,2564,2633,AT7
2Z,UDI,GYN,0,2562,2633,AT7
2Z,UDI,RAO,0,2613,2633,AT7
2Z,UDI,UBA,0,2635,2633,AT7
2Z,VDC,GRU,0,2564,6039,AT7
2Z,VDC,SSA,0,2621,6039,AT7
3E,BRL,ORD,0,3830,5726,CNC
3E,BRL,STL,0,3678,5726,CNC
3E,DEC,ORD,0,3830,4042,CNC
3E,DEC,STL,0,3678,4042,CNC
3E,JBR,STL,0,3678,3591,CNC
3E,ORD,BRL,0,5726,3830,CNC
3E,ORD,DEC,0,4042,3830,CNC
3E,STL,BRL,0,5726,3678,CNC
3E,STL,DEC,0,4042,3678,CNC
3E,STL,JBR,0,3591,3678,CNC
3F,CGA,HYL,0,7145,7144,DHP
3F,CGA,KTN,0,3808,7144,DHP
3F,HYL,CGA,0,7144,7145,DHP
3F,HYL,KTB,0,7147,7145,DHP
3F,HYL,KTN,0,3808,7145,DHP
3F,KTB,HYL,0,7145,7147,DHP
3F,KTB,KTN,0,3808,7147,DHP
3F,KTN,CGA,0,7144,3808,DHP
3F,KTN,HYL,0,7145,3808,DHP
3F,KTN,KTB,0,7147,3808,DHP
3F,KTN,MTM,0,7146,3808,DHP
3F,MTM,KTN,0,3808,7146,DHP
3G,ACC,DKR,0,1084,248,319
3G,ACC,LOS,0,273,248,319
3G,ACC,ROB,0,1063,248,319
3G,BCN,BJL,0,1050,1218,319
3G,BJL,BCN,0,1218,1050,319
3G,BJL,DKR,0,1084,1050,319
3G,BJL,FNA,0,1059,1050,319
3G,CKY,OXB,0,5665,4162,319
3G,DKR,ACC,0,248,1084,319
3G,DKR,BJL,0,1050,1084,319
3G,DKR,DLA,0,897,1084,319
3G,DKR,FNA,0,1059,1084,319
3G,DKR,LOS,0,273,1084,319
3G,DKR,OXB,0,5665,1084,319
3G,DLA,DKR,0,1084,897,319
3G,DLA,LOS,0,273,897,319
3G,FNA,BJL,0,1050,1059,319
3G,FNA,DKR,0,1084,1059,319
3G,FNA,LGW,0,502,1059,319
3G,FNA,ROB,0,1063,1059,319
3G,LGW,FNA,0,1059,502,319
3G,LOS,ACC,0,248,273,319
3G,LOS,DKR,0,1084,273,319
3G,LOS,DLA,0,897,273,319
3G,LOS,ROB,0,1063,273,319
3G,OXB,CKY,0,4162,5665,319
3G,OXB,DKR,0,1084,5665,319
3G,ROB,ACC,0,248,1063,319
3G,ROB,FNA,0,1059,1063,319
3G,ROB,LOS,0,273,1063,319
3H,AKV,YIK,0,5504,5506,DH8
3H,AKV,YPX,0,6727,5506,DH8
3H,XGR,YVP,0,154,5512,DHT BET
3H,YGL,YGW,0,5496,62,DHT
3H,YGL,YPX,0,6727,62,73M
3H,YGL,YUL,0,146,62,73M
3H,YGW,YGL,0,62,5496,DHT
3H,YGW,YPH,0,5520,5496,BET
3H,YGW,YSK,0,5529,5496,DH8
3H,YGW,YUD,0,5515,5496,DH8
3H,YGW,YUL,0,146,5496,DH8
3H,YGW,YUY,0,149,5496,DH8
3H,YIK,AKV,0,5506,5504,DH8
3H,YIK,YZG,0,5535,5504,DH8
3H,YKG,YPJ,0,5508,5481,DHT DH8
3H,YKG,YQC,0,5499,5481,DH8
3H,YKG,YVP,0,154,5481,DH8 DHT
3H,YKL,YQB,0,111,80,DH8
3H,YKL,YVP,0,154,80,DH8 BET
3H,YKL,YWK,0,161,80,BET
3H,YKL,YZV,0,202,80,BET DH8
3H,YPH,YPX,0,6727,5520,DH8 BET
3H,YPH,YUD,0,5515,5520,DH8
3H,YPH,YVP,0,154,5520,BET
3H,YPJ,YKG,0,5481,5508,DHT DH8
3H,YPJ,YTQ,0,6728,5508,DHT DH8
3H,YPJ,YVP,0,154,5508,DHT
3H,YPX,AKV,0,5506,6727,DH8
3H,YPX,YGL,0,62,6727,73M
3H,YPX,YPH,0,5520,6727,DH8
3H,YPX,YVP,0,154,6727,BET
3H,YQB,YKL,0,80,111,DH8
3H,YQB,YUL,0,146,111,DH8
3H,YQC,YKG,0,5481,5499,DH8
3H,YQC,YWB,0,7253,5499,DH8
3H,YSK,YGW,0,5496,5529,DH8
3H,YSK,YUD,0,5515,5529,DH8
3H,YTQ,YPJ,0,5508,6728,DHT DH8
3H,YTQ,YVP,0,154,6728,DHT DH8
3H,YUD,YGW,0,5496,5515,DH8
3H,YUD,YPH,0,5520,5515,DH8
3H,YUD,YSK,0,5529,5515,DH8
3H,YUL,YGL,0,62,146,73M
3H,YUL,YGW,0,5496,146,DH8
3H,YUL,YQB,0,111,146,DH8
3H,YUL,YUY,0,149,146,DH8
3H,YUY,YGW,0,5496,149,DH8
3H,YUY,YUL,0,146,149,DH8
3H,YVP,XGR,0,5512,154,DHT BET
3H,YVP,YGW,0,5496,154,BET
3H,YVP,YKG,0,5481,154,DH8
3H,YVP,YKL,0,80,154,DH8 BET
3H,YVP,YPH,0,5520,154,BET
3H,YVP,YPJ,0,5508,154,DHT
3H,YVP,YPX,0,6727,154,BET
3H,YVP,YTQ,0,6728,154,DHT DH8
3H,YWB,YQC,0,5499,7253,DH8
3H,YWB,YZG,0,5535,7253,DH8
3H,YWK,YKL,0,80,161,BET
3H,YWK,YZV,0,202,161,BET
3H,YZG,YIK,0,5504,5535,DH8
3H,YZG,YWB,0,7253,5535,DH8
3H,YZV,YKL,0,80,202,BET DH8
3H,YZV,YWK,0,161,202,BET
3J,JIB,DXB,0,2188,4119,737
3J,JIB,JED,0,2072,4119,737
3J,JIB,MGQ,0,5687,4119,737
3J,MGQ,NBO,0,4059,5687,737
3J,NBO,MGQ,0,5687,4059,737
3K,BKK,SIN,0,3316,3885,320
3K,DRW,SIN,0,3316,3999,320
3K,HAK,SIN,0,3316,4120,320
3K,HGH,SIN,0,3316,3386,320
3K,HKG,SIN,0,3316,3077,320
3K,HKT,SIN,0,3316,3179,320
3K,KIX,MNL,0,2397,3992,320
3K,KIX,TPE,0,2276,3992,320
3K,KUL,SIN,0,3316,3304,320
3K,MNL,KIX,0,3992,2397,320
3K,MNL,SIN,0,3316,2397,320
3K,PEN,SIN,0,3316,3308,320
3K,PER,SIN,0,3316,3351,320
3K,PNH,SIN,0,3316,3034,320
3K,REP,SIN,0,3316,3035,320
3K,RGN,SIN,0,3316,3239,320
3K,SGN,SIN,0,3316,3205,320
3K,SIN,BKK,0,3885,3316,320
3K,SIN,DRW,0,3999,3316,320
3K,SIN,HAK,0,4120,3316,320
3K,SIN,HGH,0,3386,3316,320
3K,SIN,HKG,0,3077,3316,320
3K,SIN,HKT,0,3179,3316,320
3K,SIN,KUL,0,3304,3316,320
3K,SIN,MNL,0,2397,3316,320
3K,SIN,PEN,0,3308,3316,320
3K,SIN,PER,0,3351,3316,320
3K,SIN,PNH,0,3034,3316,320
3K,SIN,REP,0,3035,3316,320
3K,SIN,RGN,0,3239,3316,320
3K,SIN,SGN,0,3205,3316,320
3K,SIN,SWA,0,4302,3316,320
3K,SIN,TPE,0,2276,3316,320
3K,SWA,SIN,0,3316,4302,320
3K,TPE,KIX,0,3992,2276,320
3K,TPE,SIN,0,3316,2276,320
3L,ACH,EBA,0,1558,1679,DH3
3L,DRS,ZRH,0,1678,338,DH3
3L,DUS,FDH,0,382,345,DH3
3L,EBA,ACH,0,1679,1558,DH3
3L,EBA,FDH,0,382,1558,DH3
3L,EBA,MUC,0,346,1558,DH3
3L,EBA,ZRH,0,1678,1558,DH3
3L,FDH,DUS,0,345,382,DH3
3L,FDH,EBA,0,1558,382,DH3
3L,FDH,HAM,0,342,382,AT7
3L,FDH,OLB,0,1520,382,AT7
3L,FDH,TXL,0,351,382,AT7
3L,FDH,ZAD,0,1209,382,AT7
3L,FMM,NAP,0,1561,3986,AT7
3L,GRZ,ZRH,0,1678,1609,DH3
3L,HAM,FDH,0,382,342,AT7
3L,MUC,EBA,0,1558,346,DH3
3L,NAP,FMM,0,3986,1561,AT7
3L,OLB,FDH,0,382,1520,AT7
3L,SZG,ZRH,0,1678,1612,DH3
3L,TXL,FDH,0,382,351,AT7
3L,ZAD,FDH,0,382,1209,AT7
3L,ZRH,DRS,0,338,1678,DH3
3L,ZRH,EBA,0,1558,1678,DH3
3L,ZRH,GRZ,0,1609,1678,DH3
3L,ZRH,SZG,0,1612,1678,DH3
3M,ATL,LWB,0,6958,3682,SF3
3M,ATL,MCN,0,3754,3682,SF3
3M,ATL,MEI,0,4335,3682,SF3
3M,ATL,MSL,0,5756,3682,SF3
3M,ATL,PIB,0,5759,3682,SF3
3M,ATL,TUP,0,5773,3682,SF3
3M,BIM,FLL,0,3533,1937,SF3
3M,ELH,FLL,0,3533,1943,SF3
3M,ELH,PBI,0,3722,1943,SF3
3M,EYW,FLL,0,3533,3875,SF3
3M,EYW,RSW,0,3793,3875,SF3
3M,EYW,TPA,0,3646,3875,SF3
3M,FLL,BIM,0,1937,3533,SF3
3M,FLL,ELH,0,1943,3533,SF3
3M,FLL,EYW,0,3875,3533,SF3
3M,FLL,FPO,0,1948,3533,SF3
3M,FLL,GGT,0,1941,3533,SF3
3M,FLL,GHB,0,1944,3533,SF3
3M,FLL,MCO,0,3878,3533,SF3
3M,FLL,MHH,0,1930,3533,SF3
3M,FLL,TCB,0,1934,3533,SF3
3M,FLL,TPA,0,3646,3533,SF3
3M,FPO,FLL,0,3533,1948,SF3
3M,GGT,FLL,0,3533,1941,SF3
3M,GGT,GHB,0,1944,1941,SF3
3M,GHB,FLL,0,3533,1944,SF3
3M,GLH,TUP,0,5773,6130,SF3
3M,GNV,MCO,0,3878,3472,SF3
3M,GNV,TPA,0,3646,3472,SF3
3M,JAX,MHH,0,1930,3712,SF3
3M,JAX,TPA,0,3646,3712,SF3
3M,LWB,ATL,0,3682,6958,SF3
3M,MCN,ATL,0,3682,3754,SF3
3M,MCN,MCO,0,3878,3754,SF3
3M,MCO,FLL,0,3533,3878,SF3
3M,MCO,GNV,0,3472,3878,SF3
3M,MCO,MCN,0,3754,3878,SF3
3M,MCO,MHH,0,1930,3878,SF3
3M,MCO,PNS,0,3564,3878,SF3
3M,MCO,RSW,0,3793,3878,SF3
3M,MCO,TLH,0,3698,3878,SF3
3M,MEI,ATL,0,3682,4335,SF3
3M,MHH,FLL,0,3533,1930,SF3
3M,MHH,JAX,0,3712,1930,SF3
3M,MHH,MCO,0,3878,1930,SF3
3M,MHH,PBI,0,3722,1930,SF3
3M,MSL,ATL,0,3682,5756,SF3
3M,PBI,ELH,0,1943,3722,SF3
3M,PBI,MHH,0,1930,3722,SF3
3M,PBI,TPA,0,3646,3722,SF3
3M,PIB,ATL,0,3682,5759,SF3 
3M,PNS,MCO,0,3878,3564,SF3
3M,PNS,TPA,0,3646,3564,SF3
3M,RSW,EYW,0,3875,3793,SF3
3M,RSW,MCO,0,3878,3793,SF3
3M,TCB,FLL,0,3533,1934,SF3
3M,TLH,MCO,0,3878,3698,SF3
3M,TLH,TPA,0,3646,3698,SF3
3M,TPA,EYW,0,3875,3646,SF3
3M,TPA,FLL,0,3533,3646,SF3
3M,TPA,GNV,0,3472,3646,SF3
3M,TPA,JAX,0,3712,3646,SF3
3M,TPA,PBI,0,3722,3646,SF3
3M,TPA,PNS,0,3564,3646,SF3
3M,TPA,TLH,0,3698,3646,SF3
3M,TUP,ATL,0,3682,5773,SF3 
3M,TUP,GLH,0,6130,5773,SF3
3O,AMS,NDR,0,5673,580,320
3O,AMS,TNG,0,1080,580,320
3O,BCN,CMN,0,1074,1218,320
3O,BCN,NDR,0,5673,1218,320
3O,BCN,TNG,0,1080,1218,320
3O,BGY,CMN,0,1074,1525,320
3O,BLQ,CMN,0,1074,1538,320
3O,BRU,CMN,0,1074,302,320
3O,BRU,NDR,0,5673,302,320
3O,BRU,TNG,0,1080,302,320
3O,CGN,NDR,0,5673,344,320
3O,CMN,BCN,0,1218,1074,320
3O,CMN,BGY,0,1525,1074,320
3O,CMN,BLQ,0,1538,1074,320
3O,CMN,BRU,0,302,1074,320
3O,CMN,CUF,0,1534,1074,320
3O,CMN,LGW,0,502,1074,320
3O,CMN,LYS,0,1335,1074,320
3O,CMN,MPL,0,1359,1074,320
3O,CMN,SAW,0,4317,1074,320
3O,CMN,TLS,0,1273,1074,320
3O,CMN,TSF,0,1539,1074,320
3O,CUF,CMN,0,1074,1534,320
3O,FEZ,MPL,0,1359,1066,320
3O,LGW,CMN,0,1074,502,320
3O,LGW,TNG,0,1080,502,320
3O,LYS,CMN,0,1074,1335,320
3O,MPL,CMN,0,1074,1359,320
3O,MPL,FEZ,0,1066,1359,320
3O,MPL,NDR,0,5673,1359,320
3O,NDR,AMS,0,580,5673,320
3O,NDR,BCN,0,1218,5673,320
3O,NDR,BRU,0,302,5673,320
3O,NDR,CGN,0,344,5673,320
3O,NDR,MPL,0,1359,5673,320
3O,NDR,PMI,0,3998,5673,320
3O,PMI,NDR,0,5673,3998,320
3O,SAW,CMN,0,1074,4317,320
3O,TLS,CMN,0,1074,1273,320
3O,TNG,AMS,0,580,1080,320
3O,TNG,BCN,0,1218,1080,320
3O,TNG,BRU,0,302,1080,320
3O,TNG,LGW,0,502,1080,320
3O,TSF,CMN,0,1074,1539,320
3P,AUA,LSP,0,2844,2895,SH6
3P,AUA,MAR,0,2848,2895,SH6
3P,BON,CUR,0,2897,2896,SH6
3P,CUR,AUA,0,2895,2897,SH6
3P,LSP,AUA,0,2895,2844,SH6
3P,MAR,AUA,0,2895,2848,SH6
3R,ASF,DME,0,4029,2966,SU9
3R,ASF,LED,0,2948,2966,SU9
3R,BHK,DME,0,4029,2980,734
3R,DME,ASF,0,2966,4029,SU9
3R,DME,BHK,0,2980,4029,734
3R,DME,EGO,0,6156,4029,SU9
3R,DME,FEG,0,6149,4029,734
3R,DME,KSQ,0,6153,4029,734
3R,DME,NMA,0,6150,4029,734
3R,DME,NVI,0,6485,4029,734
3R,DME,SKD,0,2981,4029,734
3R,DME,TIV,0,1743,4029,SU9 73G
3R,EGO,DME,0,4029,6156,SU9
3R,FEG,DME,0,4029,6149,734
3R,KSQ,DME,0,4029,6153,734
3R,LED,ASF,0,2966,2948,SU9
3R,NMA,DME,0,4029,6150,734
3R,NVI,DME,0,4029,6485,734
3R,SKD,DME,0,4029,2981,734
3R,TIV,DME,0,4029,1743,SU9 73G
3S,ANU,PTP,0,2881,2874,AT5
3S,CAY,FDF,0,2878,2774,320
3S,CUR,SDQ,0,1762,2897,AT5
3S,DOM,PTP,0,2881,2877,AT5
3S,DOM,SXM,0,2899,2877,AT5
3S,FDF,CAY,0,2774,2878,320
3S,FDF,PTP,0,2881,2878,AT5 320
3S,FDF,SDQ,0,1762,2878,AT5
3S,FDF,SLU,0,2893,2878,AT5
3S,PTP,ANU,0,2874,2881,AT5
3S,PTP,DOM,0,2877,2881,AT5
3S,PTP,FDF,0,2878,2881,AT5 320
3S,PTP,SBH,0,6460,2881,DHT
3S,PTP,SDQ,0,1762,2881,AT5
3S,PTP,SFG,0,2879,2881,AT5
3S,PTP,SXM,0,2899,2881,AT5
3S,SBH,PTP,0,2881,6460,DHT
3S,SDQ,PTP,0,2881,1762,AT5
3S,SDQ,SXM,0,2899,1762,AT5
3S,SFG,PTP,0,2881,2879,AT5
3S,SLU,FDF,0,2878,2893,AT5
3S,SXM,DOM,0,2877,2899,AT5
3S,SXM,PTP,0,2881,2899,AT5
3S,SXM,SDQ,0,1762,2899,AT5
3U,BHY,XIY,0,3379,6351,321
3U,CAN,CKG,0,3393,3370,321 320
3U,CAN,CTU,0,3395,3370,321 320 330
3U,CAN,SPN,0,2244,3370,330
3U,CGO,CGQ,0,4380,3375,321
3U,CGO,CKG,0,3393,3375,321
3U,CGO,CTU,0,3395,3375,321
3U,CGO,HGH,0,3386,3375,320
3U,CGO,HRB,0,3400,3375,320
3U,CGO,KMG,0,3382,3375,320
3U,CGO,URC,0,3399,3375,320
3U,CGQ,CGO,0,3375,4380,321
3U,CGQ,NKG,0,3388,4380,320
3U,CGQ,TNA,0,4108,4380,321
3U,CGQ,TSN,0,3368,4380,320 319
3U,CKG,CAN,0,3370,3393,321 320
3U,CKG,CGO,0,3375,3393,321
3U,CKG,CSX,0,3371,3393,319 321
3U,CKG,CTU,0,3395,3393,330
3U,CKG,CZX,0,4109,3393,320
3U,CKG,DLC,0,3404,3393,320
3U,CKG,DYG,0,6353,3393,320
3U,CKG,HAK,0,4120,3393,319
3U,CKG,HGH,0,3386,3393,320 319
