Name,City,Country,Latitude,Longitude,Airport ID,IATA,ICAO
Goroka Airport,Goroka,Papua New Guinea,-6.0816898345900015,145.391998291,1,GKA,AYGA
Madang Airport,Madang,Papua New Guinea,-5.20707988739,145.789001465,2,MAG,AYMD
Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,-5.826789855957031,144.29600524902344,3,HGU,AYMH
Nadzab Airport,Nadzab,Papua New Guinea,-6.569803,146.725977,4,LAE,AYNZ
Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,-9.44338035583496,147.22000122070312,5,POM,AYPY
Wewak International Airport,Wewak,Papua New Guinea,-3.5838301181800003,143.66900634799998,6,WWK,AYWK
Narsarsuaq Airport,Narssarssuaq,Greenland,61.1604995728,-45.4259986877,7,UAK,BGBW
Godthaab / Nuuk Airport,Godthaab,Greenland,64.19090271,-51.678100585900005,8,GOH,BGGH
Kangerlussuaq Airport,Sondrestrom,Greenland,67.0122218992,-50.7116031647,9,SFJ,BGSF
Thule Air Base,Thule,Greenland,76.5311965942,-68.70320129390001,10,THU,BGTL
Akureyri Airport,Akureyri,Iceland,65.66000366210939,-18.07270050048828,11,AEY,BIAR
Egilsstaðir Airport,Egilsstadir,Iceland,65.28330230712889,-14.401399612426758,12,EGS,BIEG
Hornafjörður Airport,Hofn,Iceland,64.295601,-15.2272,13,HFN,BIHN
Húsavík Airport,Husavik,Iceland,65.952301,-17.426001,14,HZK,BIHU
Ísafjörður Airport,Isafjordur,Iceland,66.05809783935547,-23.13529968261719,15,IFJ,BIIS
Keflavik International Airport,Keflavik,Iceland,63.985000610352,-22.605600357056,16,KEF,BIKF
Patreksfjörður Airport,Patreksfjordur,Iceland,65.555801,-23.965,17,PFJ,BIPA
Reykjavik Airport,Reykjavik,Iceland,64.1299972534,-21.9405994415,18,RKV,BIRK
Siglufjörður Airport,Siglufjordur,Iceland,66.133301,-18.9167,19,SIJ,BISI
Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,63.42430114746094,-20.27890014648437,20,VEY,BIVM
Sault Ste Marie Airport,Sault Sainte Marie,Canada,46.48500061035156,-84.5093994140625,21,YAM,CYAM
Winnipeg / St. Andrews Airport,Winnipeg,Canada,50.0564002991,-97.0325012207,22,\N,CYAV
Halifax / CFB Shearwater Heliport,Halifax,Canada,44.639702,-63.499401,23,\N,CYAW
St. Anthony Airport,St. Anthony,Canada,51.391899108900006,-56.083099365200006,24,YAY,CYAY
Tofino / Long Beach Airport,Tofino,Canada,49.079833,-125.775583,25,YAZ,CYAZ
Kugaaruk Airport,Pelly Bay,Canada,68.534401,-89.808098,26,YBB,CYBB
Baie Comeau Airport,Baie Comeau,Canada,49.13249969482422,-68.20439910888672,27,YBC,CYBC
CFB Bagotville,Bagotville,Canada,48.33060073852539,-70.99639892578125,28,YBG,CYBG
Baker Lake Airport,Baker Lake,Canada,64.29889678960001,-96.077796936,29,YBK,CYBK
Campbell River Airport,Campbell River,Canada,49.95080184936523,-125.27100372314452,30,YBL,CYBL
Brandon Municipal Airport,Brandon,Canada,49.91,-99.951897,31,YBR,CYBR
Cambridge Bay Airport,Cambridge Bay,Canada,69.1081008911,-105.138000488,32,YCB,CYCB
Nanaimo Airport,Nanaimo,Canada,49.0549702249,-123.869862556,33,YCD,CYCD
Castlegar/West Kootenay Regional Airport,Castlegar,Canada,49.2963981628,-117.632003784,34,YCG,CYCG
Miramichi Airport,Chatham,Canada,47.007801,-65.449203,35,YCH,CYCH
Charlo Airport,Charlo,Canada,47.990799,-66.330299,36,YCL,CYCL
Kugluktuk Airport,Coppermine,Canada,67.816704,-115.143997,37,YCO,CYCO
Coronation Airport,Coronation,Canada,52.0750007629,-111.444999695,38,YCT,CYCT
Chilliwack Airport,Chilliwack,Canada,49.1528015137,-121.939002991,39,YCW,CYCW
Clyde River Airport,Clyde River,Canada,70.4860992432,-68.5167007446,40,YCY,CYCY
Coral Harbour Airport,Coral Harbour,Canada,64.1932983398,-83.3593978882,41,YZS,CYZS
Dawson City Airport,Dawson,Canada,64.04309844970703,-139.12800598144528,42,YDA,CYDA
Burwash Airport,Burwash,Canada,61.37110137939453,-139.04100036621094,43,YDB,CYDB
Princeton Airport,Princeton,Canada,49.4681015015,-120.511001587,44,\N,CYDC
Deer Lake Airport,Deer Lake,Canada,49.21080017089844,-57.39139938354492,45,YDF,CYDF
Dease Lake Airport,Dease Lake,Canada,58.4221992493,-130.031997681,46,YDL,CYDL
Dauphin Barker Airport,Dauphin,Canada,51.10079956054688,-100.052001953125,47,YDN,CYDN
Dawson Creek Airport,Dawson Creek,Canada,55.7422981262207,-120.18299865722656,48,YDQ,CYDQ
Edmonton International Airport,Edmonton,Canada,53.3097000122,-113.580001831,49,YEG,CYEG
Arviat Airport,Eskimo Point,Canada,61.0942001343,-94.0708007812,50,YEK,CYEK
Estevan Airport,Estevan,Canada,49.210300445600005,-102.966003418,51,YEN,CYEN
Edson Airport,Edson,Canada,53.5788993835,-116.464996338,52,YET,CYET
Eureka Airport,Eureka,Canada,79.9946975708,-85.814201355,53,YEU,CYEU
Inuvik Mike Zubko Airport,Inuvik,Canada,68.30419921880001,-133.483001709,54,YEV,CYEV
Iqaluit Airport,Iqaluit,Canada,63.756402,-68.555801,55,YFB,CYFB
Fredericton Airport,Fredericton,Canada,45.86890029907226,-66.53720092773439,56,YFC,CYFC
Forestville Airport,Forestville,Canada,48.74610137939453,-69.09719848632811,57,YFE,CYFE
Flin Flon Airport,Flin Flon,Canada,54.6781005859375,-101.68199920654295,58,YFO,CYFO
Fort Resolution Airport,Fort Resolution,Canada,61.1808013916,-113.690002441,59,YFR,CYFR
Fort Simpson Airport,Fort Simpson,Canada,61.76020050048828,-121.23699951171876,60,YFS,CYFS
Kingston Norman Rogers Airport,Kingston,Canada,44.22529983520508,-76.5969009399414,61,YGK,CYGK
La Grande Rivière Airport,La Grande Riviere,Canada,53.62530136108398,-77.7042007446289,62,YGL,CYGL
Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,48.7752990723,-64.4785995483,63,YGP,CYGP
Geraldton Greenstone Regional Airport,Geraldton,Canada,49.77830123901367,-86.93939971923828,64,YGQ,CYGQ
Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,47.42470169067383,-61.778099060058594,65,YGR,CYGR
Hudson Bay Airport,Hudson Bay,Canada,52.8166999817,-102.310997009,66,YHB,CYHB
Dryden Regional Airport,Dryden,Canada,49.831699,-92.744202,67,YHD,CYHD
Ulukhaktok Holman Airport,Holman Island,Canada,70.76280212402344,-117.80599975585938,68,YHI,CYHI
Gjoa Haven Airport,Gjoa Haven,Canada,68.635597229,-95.8497009277,69,YHK,CYHK
John C. Munro Hamilton International Airport,Hamilton,Canada,43.1735992432,-79.93499755859999,70,YHM,CYHM
Montréal / Saint-Hubert Airport,Montreal,Canada,45.5175018311,-73.4169006348,71,YHU,CYHU
Hay River / Merlyn Carter Airport,Hay River,Canada,60.8396987915,-115.782997131,72,YHY,CYHY
Halifax / Stanfield International Airport,Halifax,Canada,44.8807983398,-63.508598327600005,73,YHZ,CYHZ
Atikokan Municipal Airport,Atikokan,Canada,48.7738990784,-91.6386032104,74,YIB,CYIB
Pond Inlet Airport,Pond Inlet,Canada,72.6832962036,-77.9666976929,75,YIO,CYIO
St Jean Airport,St. Jean,Canada,45.29439926147461,-73.28109741210938,76,YJN,CYJN
Stephenville Airport,Stephenville,Canada,48.5442008972168,-58.54999923706055,77,YJT,CYJT
Kamloops Airport,Kamloops,Canada,50.7022018433,-120.444000244,78,YKA,CYKA
Waterloo Airport,Waterloo,Canada,43.4608001709,-80.3786010742,79,YKF,CYKF
Schefferville Airport,Schefferville,Canada,54.80530166625977,-66.8052978515625,80,YKL,CYKL
Kindersley Airport,Kindersley,Canada,51.5175018311,-109.180999756,81,YKY,CYKY
Buttonville Municipal Airport,Toronto,Canada,43.86220169067383,-79.37000274658203,82,YKZ,CYKZ
Chapleau Airport,Chapleau,Canada,47.81999969482422,-83.3467025756836,83,YLD,CYLD
Meadow Lake Airport,Meadow Lake,Canada,54.12530136108398,-108.52300262451172,84,YLJ,CYLJ
Lloydminster Airport,Lloydminster,Canada,53.30920028686523,-110.072998046875,85,YLL,CYLL
Alert Airport,Alert,Canada,82.51779937740001,-62.2806015015,86,YLT,CYLT
Kelowna International Airport,Kelowna,Canada,49.9561004639,-119.377998352,87,YLW,CYLW
Mayo Airport,Mayo,Canada,63.61640167236328,-135.86799621582028,88,YMA,CYMA
Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,50.330299377441406,-105.55899810791016,89,YMJ,CYMJ
Fort McMurray Airport,Fort Mcmurray,Canada,56.653301239,-111.222000122,90,YMM,CYMM
Moosonee Airport,Moosonee,Canada,51.29109954833984,-80.60780334472656,91,YMO,CYMO
Maniwaki Airport,Maniwaki,Canada,46.272800445600005,-75.9906005859,92,YMW,CYMW
Montreal International (Mirabel) Airport,Montreal,Canada,45.679501,-74.038696,93,YMX,CYMX
Natashquan Airport,Natashquan,Canada,50.18999862670898,-61.78919982910156,94,YNA,CYNA
Ottawa / Gatineau Airport,Gatineau,Canada,45.5217018127,-75.5635986328,95,YND,CYND
Matagami Airport,Matagami,Canada,49.76169967651367,-77.80280303955078,96,YNM,CYNM
Old Crow Airport,Old Crow,Canada,67.57060241699219,-139.83900451660156,97,YOC,CYOC
CFB Cold Lake,Cold Lake,Canada,54.40499877929688,-110.27899932861328,98,YOD,CYOD
High Level Airport,High Level,Canada,58.62139892578125,-117.16500091552734,99,YOJ,CYOJ
Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,45.3224983215332,-75.66919708251953,100,YOW,CYOW
Prince Albert Glass Field,Prince Albert,Canada,53.2141990662,-105.672996521,101,YPA,CYPA
Peace River Airport,Peace River,Canada,56.226898,-117.446999,102,YPE,CYPE
Southport Airport,Portage-la-prairie,Canada,49.903099,-98.273817,103,YPG,CYPG
Pitt Meadows Airport,Pitt Meadows,Canada,49.21609878540039,-122.70999908447266,104,\N,CYPK
Pickle Lake Airport,Pickle Lake,Canada,51.4463996887207,-90.21420288085938,105,YPL,CYPL
Port Menier Airport,Port Menier,Canada,49.83639907836914,-64.28859710693361,106,YPN,CYPN
Peterborough Airport,Peterborough,Canada,44.22999954223633,-78.36329650878906,107,YPQ,CYPQ
Prince Rupert Airport,Prince Pupert,Canada,54.2860984802,-130.445007324,108,YPR,CYPR
Fort Chipewyan Airport,Fort Chipewyan,Canada,58.7672004699707,-111.11699676513672,109,YPY,CYPY
Muskoka Airport,Muskoka,Canada,44.974700927734375,-79.30329895019531,110,YQA,CYQA
Quebec Jean Lesage International Airport,Quebec,Canada,46.7911,-71.393303,111,YQB,CYQB
Red Deer Regional Airport,Red Deer Industrial,Canada,52.18220138549805,-113.8939971923828,112,YQF,CYQF
Windsor Airport,Windsor,Canada,42.27560043334961,-82.95559692382812,113,YQG,CYQG
Watson Lake Airport,Watson Lake,Canada,60.11640167236328,-128.82200622558594,114,YQH,CYQH
Kenora Airport,Kenora,Canada,49.78829956054688,-94.36309814453124,115,YQK,CYQK
Lethbridge County Airport,Lethbridge,Canada,49.6302986145,-112.800003052,116,YQL,CYQL
Greater Moncton International Airport,Moncton,Canada,46.11220169067383,-64.67859649658203,117,YQM,CYQM
Comox Airport,Comox,Canada,49.71080017089844,-124.88700103759766,119,YQQ,CYQQ
Regina International Airport,Regina,Canada,50.43190002441406,-104.66600036621094,120,YQR,CYQR
Thunder Bay Airport,Thunder Bay,Canada,48.37189865112305,-89.32389831542969,121,YQT,CYQT
Grande Prairie Airport,Grande Prairie,Canada,55.1796989441,-118.885002136,122,YQU,CYQU
Yorkton Municipal Airport,Yorkton,Canada,51.26470184326172,-102.46199798583984,123,YQV,CYQV
North Battleford Airport,North Battleford,Canada,52.76919937133789,-108.24400329589844,124,YQW,CYQW
Gander International Airport,Gander,Canada,48.9369010925293,-54.56809997558594,125,YQX,CYQX
Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,46.1614,-60.047798,126,YQY,CYQY
Quesnel Airport,Quesnel,Canada,53.026100158691406,-122.51000213623048,127,YQZ,CYQZ
Resolute Bay Airport,Resolute,Canada,74.71690368649999,-94.9693984985,128,YRB,CYRB
Rivière-du-Loup Airport,Riviere Du Loup,Canada,47.76440048217773,-69.58470153808594,129,YRI,CYRI
Roberval Airport,Roberval,Canada,48.52000045776367,-72.2656021118164,130,YRJ,CYRJ
Rocky Mountain House Airport,Rocky Mountain House,Canada,52.4296989441,-114.903999329,131,YRM,CYRM
Rankin Inlet Airport,Rankin Inlet,Canada,62.811401367200006,-92.1157989502,132,YRT,CYRT
Sudbury Airport,Sudbury,Canada,46.625,-80.79889678955078,133,YSB,CYSB
Sherbrooke Airport,Sherbrooke,Canada,45.4385986328125,-71.69139862060547,134,YSC,CYSC
Saint John Airport,St. John,Canada,45.31610107421875,-65.89029693603516,135,YSJ,CYSJ
Fort Smith Airport,Fort Smith,Canada,60.020301818847656,-111.96199798583984,136,YSM,CYSM
Nanisivik Airport,Nanisivik,Canada,72.982201,-84.613602,137,YSR,CYSR
Summerside Airport,Summerside,Canada,46.44060134887695,-63.83359909057617,138,YSU,CYSU
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,71.9938964844,-125.242996216,139,YSY,CYSY
Cape Dorset Airport,Cape Dorset,Canada,64.2300033569,-76.5267028809,140,YTE,CYTE
Thompson Airport,Thompson,Canada,55.80110168457031,-97.86419677734376,141,YTH,CYTH
CFB Trenton,Trenton,Canada,44.118900299072266,-77.5280990600586,142,YTR,CYTR
Timmins/Victor M. Power,Timmins,Canada,48.5696983337,-81.376701355,143,YTS,CYTS
Billy Bishop Toronto City Centre Airport,Toronto,Canada,43.627499,-79.396202,144,YTZ,CYTZ
Tuktoyaktuk Airport,Tuktoyaktuk,Canada,69.43329620361328,-133.0260009765625,145,YUB,CYUB
Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,45.4706001282,-73.7407989502,146,YUL,CYUL
Repulse Bay Airport,Repulse Bay,Canada,66.5214004517,-86.22470092770003,147,YUT,CYUT
Hall Beach Airport,Hall Beach,Canada,68.77610015869999,-81.2425,148,YUX,CYUX
Rouyn Noranda Airport,Rouyn,Canada,48.20610046386719,-78.83560180664062,149,YUY,CYUY
La Ronge Airport,La Ronge,Canada,55.1514015198,-105.262001038,150,YVC,CYVC
Vermilion Airport,Vermillion,Canada,53.3558006287,-110.823997498,151,YVG,CYVG
Qikiqtarjuaq Airport,Broughton Island,Canada,67.5457992554,-64.03140258789999,152,YVM,CYVM
Val-d'Or Airport,Val D'or,Canada,48.0532989502,-77.7827987671,153,YVO,CYVO
Kuujjuaq Airport,Quujjuaq,Canada,58.09609985351562,-68.42690277099611,154,YVP,CYVP
Norman Wells Airport,Norman Wells,Canada,65.28160095214844,-126.7979965209961,155,YVQ,CYVQ
Vancouver International Airport,Vancouver,Canada,49.193901062,-123.183998108,156,YVR,CYVR
Buffalo Narrows Airport,Buffalo Narrows,Canada,55.8418998718,-108.417999268,157,YVT,CYVT
Wiarton Airport,Wiarton,Canada,44.7458,-81.107201,158,YVV,CYVV
Petawawa Airport,Petawawa,Canada,45.95220184326172,-77.31919860839844,159,YWA,CYWA
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,49.9099998474,-97.2398986816,160,YWG,CYWG
Wabush Airport,Wabush,Canada,52.92190170288086,-66.86440277099611,161,YWK,CYWK
Williams Lake Airport,Williams Lake,Canada,52.1831016541,-122.054000854,162,YWL,CYWL
Wrigley Airport,Wrigley,Canada,63.20940017700195,-123.43699645996094,163,YWY,CYWY
Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,49.610801696777,-115.78199768066,164,YXC,CYXC
Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,53.5724983215,-113.521003723,165,YXD,CYXD
Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,52.17079925537109,-106.6999969482422,166,YXE,CYXE
Medicine Hat Airport,Medicine Hat,Canada,50.01890182495117,-110.72100067138672,167,YXH,CYXH
Fort St John Airport,Fort Saint John,Canada,56.23809814453125,-120.73999786376952,168,YXJ,CYXJ
Sioux Lookout Airport,Sioux Lookout,Canada,50.11389923095703,-91.9052963256836,169,YXL,CYXL
Pangnirtung Airport,Pangnirtung,Canada,66.1449966431,-65.71360015869999,170,YXP,CYXP
Earlton (Timiskaming Regional) Airport,Earlton,Canada,47.6974006546,-79.84734535220001,171,YXR,CYXR
Prince George Airport,Prince George,Canada,53.8894004822,-122.679000854,172,YXS,CYXS
Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,54.468498,-128.576009,173,YXT,CYXT
London Airport,London,Canada,43.035599,-81.1539,174,YXU,CYXU
Abbotsford Airport,Abbotsford,Canada,49.02529907226562,-122.36100006103516,175,YXX,CYXX
Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,60.7095985413,-135.067001343,176,YXY,CYXY
North Bay Jack Garland Airport,North Bay,Canada,46.363602,-79.422798,177,YYB,CYYB
Calgary International Airport,Calgary,Canada,51.113899231000005,-114.019996643,178,YYC,CYYC
Smithers Airport,Smithers,Canada,54.82469940185547,-127.18299865722656,179,YYD,CYYD
Fort Nelson Airport,Fort Nelson,Canada,58.8363990784,-122.597000122,180,YYE,CYYE
Penticton Airport,Penticton,Canada,49.46310043334961,-119.60199737548828,181,YYF,CYYF
Charlottetown Airport,Charlottetown,Canada,46.290000915527344,-63.12110137939453,182,YYG,CYYG
Taloyoak Airport,Spence Bay,Canada,69.5466995239,-93.5766983032,183,YYH,CYYH
Victoria International Airport,Victoria,Canada,48.646900177,-123.426002502,184,YYJ,CYYJ
Lynn Lake Airport,Lynn Lake,Canada,56.86389923095703,-101.07599639892578,185,YYL,CYYL
Swift Current Airport,Swift Current,Canada,50.2919006348,-107.691001892,186,YYN,CYYN
Churchill Airport,Churchill,Canada,58.73920059204102,-94.06500244140624,187,YYQ,CYYQ
Goose Bay Airport,Goose Bay,Canada,53.3191986084,-60.425800323500006,188,YYR,CYYR
St. John's International Airport,St. John's,Canada,47.618598938000005,-52.7518997192,189,YYT,CYYT
Kapuskasing Airport,Kapuskasing,Canada,49.41389846801758,-82.46749877929688,190,YYU,CYYU
Armstrong Airport,Armstrong,Canada,50.29029846191406,-88.90969848632812,191,YYW,CYYW
Mont Joli Airport,Mont Joli,Canada,48.60860061645508,-68.20809936523439,192,YYY,CYYY
Lester B. Pearson International Airport,Toronto,Canada,43.6772003174,-79.63059997559999,193,YYZ,CYYZ
Downsview Airport,Toronto,Canada,43.74250030517578,-79.4655990600586,194,YZD,CYZD
Gore Bay Manitoulin Airport,Gore Bay,Canada,45.88529968261719,-82.56780242919922,195,YZE,CYZE
Yellowknife Airport,Yellowknife,Canada,62.46279907226562,-114.44000244140624,196,YZF,CYZF
Slave Lake Airport,Slave Lake,Canada,55.2930984497,-114.777000427,197,YZH,CYZH
Sandspit Airport,Sandspit,Canada,53.25429916379999,-131.813995361,198,YZP,CYZP
Chris Hadfield Airport,Sarnia,Canada,42.9994010925293,-82.30889892578125,199,YZR,CYZR
Port Hardy Airport,Port Hardy,Canada,50.68059921264648,-127.36699676513672,200,YZT,CYZT
Whitecourt Airport,Whitecourt,Canada,54.14390182495117,-115.78700256347656,201,YZU,CYZU
Sept-Îles Airport,Sept-iles,Canada,50.22330093383789,-66.26560211181639,202,YZV,CYZV
Teslin Airport,Teslin,Canada,60.17279815673828,-132.74299621582028,203,YZW,CYZW
CFB Greenwood,Greenwood,Canada,44.98440170288086,-64.91690063476561,204,YZX,CYZX
Faro Airport,Faro,Canada,62.20750045776367,-133.37600708007812,205,ZFA,CZFA
Fort Mcpherson Airport,Fort Mcpherson,Canada,67.40750122070311,-134.86099243164062,206,ZFM,CZFM
Blida Airport,Blida,Algeria,36.50360107421875,2.814169883728028,207,QLD,DAAB
Bou Saada Airport,Bou Saada,Algeria,35.33250045776367,4.206389904022217,208,BUJ,DAAD
Soummam Airport,Bejaja,Algeria,36.712001800500005,5.0699200630200005,209,BJA,DAAE
Houari Boumediene Airport,Algier,Algeria,36.69100189208984,3.215409994125366,210,ALG,DAAG
Djanet Inedbirene Airport,Djanet,Algeria,24.292801,9.45244,211,DJG,DAAJ
Boufarik Airport,Boufarik,Algeria,36.545799,2.87611,212,\N,DAAK
Reggane Airport,Reggan,Algeria,26.7101,0.285647,213,\N,DAAN
Illizi Takhamalt Airport,Illizi,Algeria,26.7234992981,8.62265014648,214,VVZ,DAAP
Ain Oussera Airport,Ain Oussera,Algeria,35.52539825439453,2.8787100315093994,215,\N,DAAQ
Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,22.8115005493,5.45107984543,216,TMR,DAAT
Jijel Ferhat Abbas Airport,Jijel,Algeria,36.7951011658,5.873610019680001,217,GJL,DAAV
Mecheria Airport,Mecheria,Algeria,33.535900116,-0.242353007197,218,MZW,DAAY
Relizane Airport,Relizane,Algeria,35.752201,0.626272,219,\N,DAAZ
Rabah Bitat Airport,Annaba,Algeria,36.822201,7.809174,220,AAE,DABB
Mohamed Boudiaf International Airport,Constantine,Algeria,36.2760009765625,6.620389938354492,221,CZL,DABC
Cheikh Larbi Tébessi Airport,Tebessa,Algeria,35.4315986633,8.120719909670001,222,TEE,DABS
Hassi R'Mel Airport,Tilrempt,Algeria,32.93040084838867,3.311539888381958,224,HRM,DAFH
Bou Chekif Airport,Tiaret,Algeria,35.3410987854,1.4631500244100002,225,TID,DAOB
Bou Sfer Airport,Bou Sfer,Algeria,35.73540115356445,-0.8053889870643616,226,\N,DAOE
Tindouf Airport,Tindouf,Algeria,27.7003993988,-8.167099952700001,227,TIN,DAOF
Ech Cheliff Airport,Ech-cheliff,Algeria,36.212699890100005,1.33176994324,228,CFK,DAOI
Tafaraoui Airport,Oran,Algeria,35.54240036010742,-0.5322780013084412,229,TAF,DAOL
Zenata – Messali El Hadj Airport,Tlemcen,Algeria,35.0167007446,-1.45000004768,230,TLM,DAON
Es Senia Airport,Oran,Algeria,35.6239013672,-0.6211829781529999,231,ORN,DAOO
Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,35.1717987061,-0.593275010586,232,BFW,DAOS
Ghriss Airport,Ghriss,Algeria,35.207698822021484,0.1471419930458068,233,MUW,DAOV
Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,27.83760070800781,-0.1864140033721924,234,AZR,DAUA
Biskra Airport,Biskra,Algeria,34.7933006287,5.73823022842,235,BSK,DAUB
El Golea Airport,El Golea,Algeria,30.5713005065918,2.8595900535583496,236,ELG,DAUE
Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,32.38410186767578,3.794110059738159,237,GHA,DAUG
Oued Irara Airport,Hassi Messaoud,Algeria,31.673000335700003,6.140439987180001,238,HME,DAUH
In Salah Airport,In Salah,Algeria,27.2509994507,2.51202011108,239,INZ,DAUI
Touggourt Sidi Madhi Airport,Touggourt,Algeria,33.067798614501946,6.088669776916504,240,TGR,DAUK
Laghouat Airport,Laghouat,Algeria,33.7644004822,2.92833995819,241,LOO,DAUL
Timimoun Airport,Timimoun,Algeria,29.2371006012,0.276033014059,242,TMX,DAUT
Ain el Beida Airport,Ouargla,Algeria,31.917200088500977,5.412779808044434,243,OGX,DAUU
In Aménas Airport,Zarzaitine,Algeria,28.0515,9.64291,244,IAM,DAUZ
Cadjehoun Airport,Cotonou,Benin,6.357230186462402,2.384350061416626,245,COO,DBBB
Ouagadougou Airport,Ouagadougou,Burkina Faso,12.3532,-1.51242,246,OUA,DFFD
Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,11.160099983215332,-4.33096981048584,247,BOY,DFOO
Kotoka International Airport,Accra,Ghana,5.605189800262451,-0.1667860001325607,248,ACC,DGAA
Tamale Airport,Tamale,Ghana,9.55718994140625,-0.8632140159606934,249,TML,DGLE
Wa Airport,Wa,Ghana,10.0826997756958,-2.507689952850342,250,\N,DGLW
Sunyani Airport,Sunyani,Ghana,7.361830234527588,-2.3287599086761475,251,NYI,DGSN
Takoradi Airport,Takoradi,Ghana,4.896059989929199,-1.7747600078582764,252,TKD,DGTK
Port Bouet Airport,Abidjan,Cote d'Ivoire,5.261390209197998,-3.9262900352478014,253,ABJ,DIAP
Bouaké Airport,Bouake,Cote d'Ivoire,7.738800048828125,-5.073669910430908,254,BYK,DIBK
Daloa Airport,Daloa,Cote d'Ivoire,6.7928099632263175,-6.473189830780028,255,DJO,DIDL
Korhogo Airport,Korhogo,Cote d'Ivoire,9.38718032837,-5.556660175319999,256,HGO,DIKO
Man Airport,Man,Cote d'Ivoire,7.272069931030272,-7.58735990524292,257,MJC,DIMN
San Pedro Airport,San Pedro,Cote d'Ivoire,4.746719837188722,-6.660820007324219,258,SPY,DISP
Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,6.9031701088,-5.36558008194,259,ASK,DIYO
Nnamdi Azikiwe International Airport,Abuja,Nigeria,9.006790161132812,7.263169765472412,260,ABV,DNAA
Akure Airport,Akure,Nigeria,7.246739864349365,5.3010101318359375,261,AKR,DNAK
Benin Airport,Benin,Nigeria,6.3169798851013175,5.599500179290772,262,BNI,DNBE
Margaret Ekpo International Airport,Calabar,Nigeria,4.976019859313965,8.347200393676758,263,CBQ,DNCA
Akanu Ibiam International Airport,Enugu,Nigeria,6.474269866943359,7.561960220336914,264,ENU,DNEN
Gusau Airport,Gusau,Nigeria,12.1717,6.696110000000001,265,\N,DNGU
Ibadan Airport,Ibadan,Nigeria,7.362460136413574,3.97832989692688,266,IBA,DNIB
Ilorin International Airport,Ilorin,Nigeria,8.440210342407228,4.493919849395752,267,ILR,DNIL
Yakubu Gowon Airport,Jos,Nigeria,9.639829635620115,8.869050025939941,268,JOS,DNJO
Kaduna Airport,Kaduna,Nigeria,10.696000099182127,7.320109844207764,269,KAD,DNKA
Mallam Aminu International Airport,Kano,Nigeria,12.0476,8.52462,270,KAN,DNKN
Maiduguri International Airport,Maiduguri,Nigeria,11.855299949645994,13.080900192260742,271,MIU,DNMA
Makurdi Airport,Makurdi,Nigeria,7.703880000000001,8.61394,272,MDI,DNMK
Murtala Muhammed International Airport,Lagos,Nigeria,6.5773701667785645,3.321160078048706,273,LOS,DNMM
Minna Airport,Minna,Nigeria,9.652170181274414,6.462259769439697,274,MXJ,DNMN
Port Harcourt International Airport,Port Hartcourt,Nigeria,5.0154900550842285,6.94959020614624,275,PHC,DNPO
Sadiq Abubakar III International Airport,Sokoto,Nigeria,12.916299819946287,5.207190036773682,276,SKO,DNSO
Yola Airport,Yola,Nigeria,9.257550239562988,12.430399894714355,277,YOL,DNYO
Zaria Airport,Zaria,Nigeria,11.1302,7.685810000000001,278,ZAR,DNZA
Maradi Airport,Maradi,Niger,13.5024995803833,7.1267499923706055,279,MFQ,DRRM
Diori Hamani International Airport,Niamey,Niger,13.4815,2.18361,280,NIM,DRRN
Tahoua Airport,Tahoua,Niger,14.875699996948242,5.265359878540039,281,THZ,DRRT
Mano Dayak International Airport,Agadez,Niger,16.965999603271484,8.000109672546388,282,AJY,DRZA
Dirkou Airport,Dirkou,Niger,18.968700408935547,12.86870002746582,283,\N,DRZD
Diffa Airport,Diffa,Niger,13.372900009155272,12.626700401306152,284,\N,DRZF
Zinder Airport,Zinder,Niger,13.779000282287598,8.983759880065918,285,ZND,DRZR
Monastir Habib Bourguiba International Airport,Monastir,Tunisia,35.75809860229492,10.75469970703125,286,MIR,DTMB
Tunis Carthage International Airport,Tunis,Tunisia,36.85100173950195,10.22719955444336,287,TUN,DTTA
Sidi Ahmed Air Base,Bizerte,Tunisia,37.245398,9.79145,288,\N,DTTB
